excel_row,model,variable_name,output_name,source_alias,source_table,source_cell,online_name,中文名,一级分类,二级分类
506,overdue,payee_eom_amount_ratio_360d_v2,payee_eom_amount_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近360天月底收款金额 / 总收款金额,交易行为,支付交易行为特征
507,overdue,avg_repay_amt_3m_v2,avg_repay_amt_3m_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.avg_repay_amt_3m_v2,近3个自然月月均还款金额,交易行为,支付交易行为特征
508,overdue,payee_avg_txn_per_payer_60d,payee_avg_txn_per_payer_60d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.payee_avg_txn_per_payer_60d,"收款方: 过去60天 [T-61, T-2] 平均每人收款笔数",交易行为,支付交易行为特征
509,overdue,payee_weekend_txn_count_ratio_360d_v2,payee_weekend_txn_count_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近360天 周末收款笔数 / 总笔数,交易行为,支付交易行为特征
510,overdue,cv_util_180d_t7,cv_util_180d_t7,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,,近180天：t7 util变异系数,账户状态,额度使用与账户余额特征
511,overdue,ng_pdlcash_new_curday_succ_order,ng_pdlcash_new_curday_succ_order,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_pdlcash_new_curday_succ_order,现金贷.pdl.当天累计通过客户数,还款履约,还款计划与账单流水特征
512,overdue,payee_avg_txn_per_payer_shift_7d_vs_180d,payee_avg_txn_per_payer_shift_7d_vs_180d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.payee_avg_txn_per_payer_shift_7d_vs_180d,收款方: (近7天人均笔数) - (近180天人均笔数) 漂移,交易行为,支付交易行为特征
513,overdue,payee_weekend_amount_sum_ratio_90d_v2,payee_weekend_amount_sum_ratio_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近90天 周末收款金额 / 总金额,交易行为,支付交易行为特征
514,overdue,payee_recent_360_amount_share_60d_v2,payee_recent_360_amount_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_360_amount_share_60d_v2,收款方: 近60天金额 / 近360天金额,交易行为,支付交易行为特征
515,overdue,payer_transfer_top1_amt_share_15d_v2,payer_transfer_top1_amt_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_transfer_top1_amt_share_15d_v2,对手方集中度: 付款侧转账Top1金额占比(30d),交易行为,支付交易行为特征
516,overdue,payer_avg_txn_per_payee_30d_v2,payer_avg_txn_per_payee_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"付款方: 过去30天 [T-31, T-2] 平均每人付款笔数",交易行为,支付交易行为特征
517,overdue,payee_counterparty_hhi_180d_v2,payee_counterparty_hhi_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,对手方集中度: 收款侧转账(03) 180天 HHI,交易行为,支付交易行为特征
518,overdue,max_paid_interest_90d_ratio_prev_t7,max_paid_interest_90d_ratio_prev_t7,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.max_paid_interest_90d_ratio_prev_t7,最大实付期还利息近90d环比_t7,还款履约,实际还款行为特征
519,overdue,payer_counterparty_hhi_15d_v2,payer_counterparty_hhi_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,对手方集中度: 付款侧转账(03) 15天 HHI,交易行为,支付交易行为特征
520,overdue,app_num,app_num,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.app_num,app_num,授信申请,移动设备与APP画像特征
521,overdue,avg_diff_days_30d_t7,avg_diff_days_30d_t7,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.avg_diff_days_30d_t7,7类账户：近30天平均应还日-实际还款日(天),还款履约,实际还款行为特征
522,overdue,jy_last_bvn_days,jy_last_bvn_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.jy_last_bvn_days,JY最近BVN天数,外部数据,征信/CRC报告特征
523,overdue,payee_weekend_txn_count_ratio_180d_v2,payee_weekend_txn_count_ratio_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近180天 周末收款笔数 / 总笔数,交易行为,支付交易行为特征
524,overdue,growth_rate_cashbox_1day,growth_rate_cashbox_1day,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.growth_rate_cashbox_1day,cashbox账户余额增长率1d,授信申请,收入与财务画像特征
525,overdue,payer_transfer_top1_amt_share_180d_v2,payer_transfer_top1_amt_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,对手方集中度: 付款侧转账Top1金额占比(30d),交易行为,支付交易行为特征
526,overdue,payer_recent_360_amount_share_7d_v2,payer_recent_360_amount_share_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近7天金额 / 近360天金额,交易行为,支付交易行为特征
527,overdue,ng_pdlcash_curday_succ_order,ng_pdlcash_curday_succ_order,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_pdlcash_curday_succ_order,尼日利亚pdlcash当天succ订单,还款履约,还款计划与账单流水特征
528,overdue,payer_night_txn_count_ratio_360d_v2,payer_night_txn_count_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近360天 夜间付款笔数 / 总笔数,交易行为,支付交易行为特征
529,overdue,payee_transfer_top1_amt_share_360d_v2,payee_transfer_top1_amt_share_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,对手方集中度: 收款侧转账Top1金额占比(30d),交易行为,支付交易行为特征
530,overdue,ng_applist_small_1000_b_cnt_days_update_mean_rt,ng_applist_small_1000_b_cnt_days_update_mean_rt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_applist_small_1000_b_cnt_days_update_mean_rt,更新的低逾期app的安装人数的平均值,逾期催收,逾期表现特征
531,overdue,cal_first_credit_use_rate,cal_first_credit_use_rate,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cal_first_credit_use_rate,cash首笔额度使用率,账户状态,授信额度特征
532,overdue,ng_total_coupon_amt_rate_3d,ng_total_coupon_amt_rate_3d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_total_coupon_amt_rate_3d,,,
533,overdue,payee_night_amount_sum_ratio_360d_v2,payee_night_amount_sum_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近360天 夜间收款金额 / 总金额,交易行为,支付交易行为特征
534,overdue,total_pay_0_rate,total_pay_0_rate,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.total_pay_0_rate,实际付款为0次占总交易次数率,交易行为,支付交易行为特征
535,loancnt0,payer_amount_median_360d_v2,payer_amount_median_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_amount_median_360d_v2,"付款方: 过去360天 [T-361, T-2] 付款中位数",交易行为,支付交易行为特征
536,loancnt0,transfer_amt_1m,transfer_amt_1m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.transfer_amt_1m,近一个月转账金额,交易行为,支付交易行为特征
537,loancnt0,ng_applist_small_1000_b_cnt_90_days_update_sum_rt,ng_applist_small_1000_b_cnt_90_days_update_sum_rt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_applist_small_1000_b_cnt_90_days_update_sum_rt,近90天更新的低逾期app的安装人数的总和,逾期催收,逾期表现特征
538,loancnt0,trans_amt_7d,trans_amt_7d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.trans_amt_7d,近7天交易金额,交易行为,支付交易行为特征
539,loancnt0,loyalty_amt,loyalty_amt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.loyalty_amt,历史积分抵扣金额,交易行为,支付交易行为特征
540,loancnt0,days_between_openaccount_and_excute,days_between_openaccount_and_excute,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.days_between_openaccount_and_excute,,,
541,loancnt0,transfer_cnt_7d,transfer_cnt_7d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.transfer_cnt_7d,近7天转账次数,交易行为,支付交易行为特征
542,loancnt0,payer_fail_rate_360d_v2,payer_fail_rate_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_fail_rate_360d_v2,付款方: 近360天交易失败率((2+7)/(1+2+7)),交易行为,支付交易行为特征
543,loancnt0,databundle_cnt_3m,databundle_cnt_3m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.databundle_cnt_3m,近3个月购买手机流量次数,交易行为,支付交易行为特征
544,loancnt0,days_reg_to_first_apply_type79,days_reg_to_first_apply_type79,t7,pb_biz_credit.keep_jch_ng_cid_apply_feature_final,pb_biz_credit.keep_jch_ng_cid_apply_feature_final,$.days_reg_to_first_apply_type79,注册距离现金贷(7或9)首次申请天数,授信申请,申请行为特征
545,loancnt0,max_id_authen_days,max_id_authen_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.max_id_authen_days,最近一次nin认证成功距今天数,授信申请,申请行为特征
546,loancnt0,payee_avg_txn_per_payer_60d_v2,payee_avg_txn_per_payer_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去60天 [T-61, T-2] 平均每人收款笔数",交易行为,支付交易行为特征
547,loancnt0,cb_dep_life_avg,cb_dep_life_avg,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.cb_dep_life_avg,CashBox历史成功主动存款平均金额,授信申请,收入与财务画像特征
548,loancnt0,member_num,member_num,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.member_num,用户当前imei被多少人使用,外部数据,多头查询与多证件关联特征
549,loancnt0,stragety_to_ins_test_group,stragety_to_ins_test_group,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.stragety_to_ins_test_group,现金贷.客群.贷前贷中转ins测试客群,通用技术,模型分与策略评分字段
550,loancnt0,screen_brightness,screen_brightness,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.screen_brightness,screenbrightness,授信申请,移动设备与APP画像特征
551,loancnt0,phone_electric_quantity,phone_electric_quantity,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.phone_electric_quantity,手机electricquantity,逾期催收,联系人网络与关联风险特征
552,loancnt0,gender,gender,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.gender,性别,外部数据,征信/CRC报告特征
553,loancnt0,app350_install_days,app350_install_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.app350_install_days,com.beint.zangi安装时长,授信申请,移动设备与APP画像特征
554,loancnt0,min_total_finsave_amt_d90,min_total_finsave_amt_d90,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.min_total_finsave_amt_d90,近90天最小理财金额,授信申请,收入与财务画像特征
555,loancnt0,build_host,build_host,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.build_host,构建host,授信申请,移动设备与APP画像特征
556,loancnt0,min_verify_days,min_verify_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.min_verify_days,最早手机验证距今天数,授信申请,申请行为特征
557,loancnt0,same_device_info_differ_regmobile_last15_cnt_plampay,same_device_info_differ_regmobile_last15_cnt_plampay,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_device_info_differ_regmobile_last15_cnt_plampay,,,
558,loancnt0,same_device_info_apply_total_times,same_device_info_apply_total_times,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_device_info_apply_total_times,相同指纹申请次数,外部数据,多头查询与多证件关联特征
559,loancnt0,ng_applist_small_1000_b_ratio10_days_update_min_rt,ng_applist_small_1000_b_ratio10_days_update_min_rt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_applist_small_1000_b_ratio10_days_update_min_rt,更新的低逾期app的pd10的最小值,逾期催收,逾期表现特征
560,loancnt0,payer_avg_txn_per_payee_360d_v2,payer_avg_txn_per_payee_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_avg_txn_per_payee_360d_v2,"付款方: 过去360天 [T-361, T-2] 平均每人付款笔数",交易行为,支付交易行为特征
561,loancnt0,payer_success_rate_360d_v2,payer_success_rate_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_success_rate_360d_v2,付款方: 近360天交易成功率(1/(1+2+7)),交易行为,支付交易行为特征
562,loancnt0,same_device_info_apply_last30_times,same_device_info_apply_last30_times,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_device_info_apply_last30_times,,,
563,loancnt0,payer_fail_rate_60d_v2,payer_fail_rate_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近60天交易失败率((2+7)/(1+2+7)),交易行为,支付交易行为特征
564,loancnt0,ng_nin_cnt_off,ng_nin_cnt_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_nin_cnt_off,相同nin对应不同注册客户数,外部数据,多头查询与多证件关联特征
565,loancnt0,pp_kyc_state_name,pp_kyc_state_name,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.pp_kyc_state_name,pp key洲名称,授信申请,申请行为特征
566,loancnt0,ng_last_bill_max_overdue_days_off,ng_last_bill_max_overdue_days_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_last_bill_max_overdue_days_off,,,
567,loancnt0,payer_night_txn_count_ratio_180d_v2,payer_night_txn_count_ratio_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_night_txn_count_ratio_180d_v2,付款方: 近180天 夜间付款笔数 / 总笔数,交易行为,支付交易行为特征
568,loancnt0,payer_counterparty_hhi_360d_v2,payer_counterparty_hhi_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,对手方集中度: 付款侧转账(03) 360天 HHI,交易行为,支付交易行为特征
569,loancnt0,payer_txn_count_360d_v2,payer_txn_count_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"付款方: 过去360天 [T-361, T-2] 付款笔数",交易行为,支付交易行为特征
570,loancnt0,fail_txn_ratio_180d_v2,fail_txn_ratio_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.fail_txn_ratio_180d_v2,近180天失败率(失败/总尝试),交易行为,支付交易行为特征
571,loancnt0,phone_brand,phone_brand,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.phone_brand,品牌,逾期催收,联系人网络与关联风险特征
572,loancnt0,same_full_name_differ_cnt_3d,same_full_name_differ_cnt_3d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_full_name_differ_cnt_3d,相同fullnamediffer次数3d,外部数据,多头查询与多证件关联特征
573,loancnt0,ng_appname_okash_dd,ng_appname_okash_dd,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_appname_okash_dd,OKash app安装时长,授信申请,移动设备与APP画像特征
574,loancnt0,payee_start_of_month_amount_ratio_90d_v2,payee_start_of_month_amount_ratio_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近90天 月初收款金额 / 总金额,交易行为,支付交易行为特征
575,loancnt0,payer_avg_txn_per_payee_shift_7d_vs_360d_v2,payer_avg_txn_per_payee_shift_7d_vs_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_avg_txn_per_payee_shift_7d_vs_360d_v2,付款方: (近7天人均笔数) - (近360天人均笔数) 漂移,交易行为,支付交易行为特征
576,loancnt0,payer_transfer_top1_amt_share_360d_v2,payer_transfer_top1_amt_share_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_transfer_top1_amt_share_360d_v2,对手方集中度: 付款侧转账Top1金额占比(30d),交易行为,支付交易行为特征
577,loancnt0,ng_collect_cuiji_unconnect_times_20d,ng_collect_cuiji_unconnect_times_20d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_collect_cuiji_unconnect_times_20d,近20天催记联系不上次数,逾期催收,逾期表现特征
578,loancnt0,diff_balance_targetsaving_1day,diff_balance_targetsaving_1day,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,目标存净增额1d,授信申请,收入与财务画像特征
579,loancnt0,payee_low_mcht_amt_7d_v2,payee_low_mcht_amt_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_low_mcht_amt_7d_v2,收款方: 近7天低质商户金额(merchant_level=0/空),交易行为,支付交易行为特征
580,loancnt0,payee_eom_amount_ratio_15d_v2,payee_eom_amount_ratio_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近15天月底收款金额 / 总收款金额,交易行为,支付交易行为特征
581,loancnt0,payee_txn_per_day_60d_v2,payee_txn_per_day_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去60天 [T-61, T-2] 日均收款笔数 (用首T-2至今T-2天数做分母)",交易行为,支付交易行为特征
582,loancnt0,payer_recent_180_txn_share_7d_v2,payer_recent_180_txn_share_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_recent_180_txn_share_7d_v2,付款方: 近7天笔数 / 近180天笔数,交易行为,支付交易行为特征
583,loancnt0,payee_txn_per_day_90d_v2,payee_txn_per_day_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去90天 [T-91, T-2] 日均收款笔数 (用首T-2至今T-2天数做分母)",交易行为,支付交易行为特征
584,loancnt0,sum_total_interest,sum_total_interest,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.sum_total_interest,cashbox和spendsave账户累计总利息,授信申请,收入与财务画像特征
585,loancnt0,payee_unknown_bank_cnt_share_180d_v2,payee_unknown_bank_cnt_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近180天未知银行笔数占总收款笔数,交易行为,支付交易行为特征
586,loancnt0,payer_txn_per_day_180d_v2,payer_txn_per_day_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"付款方: 过去180天 [T-181, T-2] 日均付款笔数 (用首T-2至今T-2天数做分母)",交易行为,支付交易行为特征
587,loancnt0,airtime_cnt_3m,airtime_cnt_3m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.airtime_cnt_3m,近3个月话费充值次数,交易行为,支付交易行为特征
588,loancnt0,payee_weekend_amount_sum_ratio_15d_v2,payee_weekend_amount_sum_ratio_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近15天 周末收款金额 / 总金额,交易行为,支付交易行为特征
589,loancnt0,payee_recent_180_amount_share_7d_v2,payee_recent_180_amount_share_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_180_amount_share_7d_v2,收款方: 近7天金额 / 近180天金额,交易行为,支付交易行为特征
590,loancnt0,payer_fee_cnt_360d_v2,payer_fee_cnt_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"类别: 过去360天 [T-361, T-2] 费用(v6)笔数",交易行为,支付交易行为特征
591,loancnt0,ng_current_max_overdue_days_off,ng_current_max_overdue_days_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_current_max_overdue_days_off,C侧.基础信息.用户当前最大逾期天数_分案,逾期催收,逾期表现特征
592,loancnt0,payee_low_mcht_amt_share_60d_v2,payee_low_mcht_amt_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_low_mcht_amt_share_60d_v2,收款方: 近60天低质商户金额占比,交易行为,支付交易行为特征
593,loancnt0,cashout_to_inflow_ratio_360d_v2,cashout_to_inflow_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.cashout_to_inflow_ratio_360d_v2,"类别衍生: 过去360天 [T-361, T-2] 取现总额 / 总流入金额 (分母为0时为NULL)",交易行为,支付交易行为特征
594,loancnt0,payer_recent_360_payee_share_15d_v2,payer_recent_360_payee_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近15天人数 / 近360天人数,交易行为,支付交易行为特征
595,loancnt0,payer_recent_360_payee_share_7d_v2,payer_recent_360_payee_share_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_recent_360_payee_share_7d_v2,付款方: 近7天人数 / 近360天人数,交易行为,支付交易行为特征
